time,size
1620130100.584107,54
1620130103.610041,98
1620130104.629722,98
1620130105.557690,164
1620130105.562795,164
1620130105.603945,54
1620130105.626123,98
1620130106.626639,98
1620130107.625054,98
1620130108.627230,98
1620130109.625688,98
1620130110.563884,164
1620130110.570904,164
1620130110.625702,54
1620130110.630173,98
1620130111.440638,66
1620130111.457066,66
1620130111.699926,98
1620130112.626431,98
1620130113.665572,98
1620130113.692626,98
1620130114.709378,98
1620130114.734786,98
1620130114.743447,74
1620130114.743447,74
1620130114.770137,90
1620130114.772064,102
1620130115.584367,164
1620130115.591624,164
1620130115.645745,54
1620130120.605014,164
1620130120.612768,164
1620130120.667314,54
1620130120.846433,71
1620130125.625806,164
1620130125.633825,164
1620130125.690777,54
1620130126.395598,360
1620130126.412618,149
1620130126.416616,66
1620130130.644591,164
1620130130.649974,164
1620130130.690724,54
1620130135.658110,164
1620130135.664563,164
1620130135.719350,54
1620130137.255513,66
1620130137.271859,66
1620130140.679159,164
1620130140.684012,164
1620130140.726148,54
1620130145.254721,66
1620130145.272167,66
1620130145.698230,164
1620130145.707039,164
1620130145.760551,54
1620130149.389957,78
1620130149.389957,78
1620130150.714722,164
1620130150.719949,164
1620130150.760186,54
1620130155.723697,164
1620130155.731244,164
1620130155.786302,54
1620130160.742738,164
1620130160.746773,164
1620130160.788624,54
1620130165.749025,164
1620130165.755362,164
1620130165.810987,54
1620130170.760909,164
1620130170.765088,164
1620130170.807721,54
1620130171.466939,66
1620130171.496902,66
1620130175.767134,164
1620130175.773091,164
1620130175.814495,54
1620130176.829625,98
1620130177.855132,98
1620130178.853030,98
1620130179.854971,98
1620130180.783422,164
1620130180.787132,164
1620130180.830433,54
1620130180.854225,98
1620130180.864399,71
1620130181.855958,98
1620130182.373038,66
1620130182.393511,66
1620130182.853572,98
1620130183.855632,98
1620130184.853170,98
1620130185.788611,164
1620130185.796014,164
1620130185.851231,54
1620130185.855015,98
1620130186.434877,360
1620130186.450560,149
1620130186.454307,66
1620130186.861224,98
1620130186.889840,98
1620130187.885343,98
1620130187.913464,98
1620130187.919415,74
1620130187.920416,74
1620130187.948310,102
1620130187.948408,90
1620130190.404036,66
1620130190.420787,66
1620130190.800304,164
1620130190.805393,164
1620130190.847042,54
1620130195.807038,164
1620130195.811783,164
1620130195.854238,54
1620130200.818685,164
1620130200.824375,164
1620130200.864634,54
1620130205.838763,164
1620130205.844684,164
1620130205.885032,54
1620130209.388931,78
1620130209.388931,78
1620130210.846802,164
1620130210.851991,164
1620130210.893232,54
1620130212.205020,93
1620130212.229693,66
1620130212.233952,93
1620130212.239896,66
1620130215.867808,164
1620130215.874073,164
1620130215.928466,54
1620130220.882821,164
1620130220.887607,164
1620130220.929866,54
1620130225.900194,164
1620130225.909631,164
1620130225.962009,54
1620130230.911398,164
1620130230.955813,164
1620130231.004258,54
1620130231.496083,66
1620130231.514552,66
1620130235.494401,66
1620130235.511791,66
1620130235.960483,164
1620130235.967857,164
1620130236.023446,54
